0.102422,-0.000610,0.000000
0.102819,-0.000575,0.007596
0.104004,-0.000468,0.015108
0.105965,-0.000292,0.022456
0.108679,-0.000049,0.029557
0.112119,0.000259,0.036334
0.116245,0.000629,0.042713
0.121013,0.001057,0.048624
0.126370,0.001537,0.054003
0.132257,0.002065,0.058789
0.138611,0.002635,0.062932
0.145361,0.003241,0.066385
0.152434,0.003875,0.069111
0.159751,0.004531,0.071080
0.167234,0.005202,0.072269
0.174799,0.005881,0.072668
0.182365,0.006559,0.072269
0.189847,0.007230,0.071080
0.197165,0.007886,0.069111
0.204238,0.008521,0.066385
0.210988,0.009126,0.062932
0.217341,0.009696,0.058789
0.223229,0.010224,0.054003
0.228586,0.010704,0.048624
0.233354,0.011132,0.042713
0.237480,0.011502,0.036334
0.240919,0.011810,0.029557
0.243634,0.012054,0.022456
0.245595,0.012230,0.015108
0.246780,0.012336,0.007596
0.247176,0.012371,0.000000
0.246780,0.012336,-0.007596
0.245595,0.012230,-0.015108
0.243634,0.012054,-0.022456
0.240919,0.011810,-0.029557
0.237480,0.011502,-0.036334
0.233354,0.011132,-0.042713
0.228586,0.010704,-0.048624
0.223229,0.010224,-0.054003
0.217341,0.009696,-0.058789
0.210988,0.009126,-0.062932
0.204238,0.008521,-0.066385
0.197165,0.007886,-0.069111
0.189847,0.007230,-0.071080
0.182365,0.006559,-0.072269
0.174799,0.005881,-0.072668
0.167234,0.005202,-0.072269
0.159751,0.004531,-0.071080
0.152434,0.003875,-0.069111
0.145361,0.003241,-0.066385
0.138611,0.002635,-0.062932
0.132257,0.002065,-0.058789
0.126370,0.001537,-0.054003
0.121013,0.001057,-0.048624
0.116245,0.000629,-0.042713
0.112119,0.000259,-0.036334
0.108679,-0.000049,-0.029557
0.105965,-0.000292,-0.022456
0.104004,-0.000468,-0.015108
0.102819,-0.000575,-0.007596
0.102422,-0.000610,-0.000000
